"ecli","voorzitter_id","voorzitter_naam","voorzitter_start_date","experience_voorzitter_days","single_panel","single_judge","panel","griffier_naam","griffier_start_date","griffier_first_ecli","experience_griffier_days","griffier_no_of_cases","issued","id","institution","institution_cat","procedure_level","beroep","hoger_beroep","procedure_type","url","outcome","outcome_binary","gegrond","ongegrond","hand_checked",,"relative_experience","complexity_ecli_references","complexity_verdict_length","complexity_law_references","complexity_index","gender"
"ECLI:NL:RVS:2020:2754","32cfa017-5957-4546-adb5-0738d7bc57b3","A.W.M. Bijloos",1991-06-16 22:00:00,10747,"panel",0,1,"Y. Soffner",2012-04-04 00:00:00,"ECLI:NL:RVS:2012:BW0786",3150,146,2020-11-18 00:00:00,"60098f0f-049e-4bde-9cbb-e45eee3054f9","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2754&keyword=griffier","ongegrond","ongegrond",0,1,1,9939.0000,7597,1,23145,3,27.145,"male"
"ECLI:NL:RBNHO:2020:6027","6640a27e-50f8-4af4-a389-cfd6df87ef1f","S.K.A. Efstratiades",2004-02-29 23:00:00,6003,"single",1,0,"A.C. Karels",2014-04-17 00:00:00,"ECLI:NL:RBNHO:2014:4207",2304,145,2020-08-07 00:00:00,"b82a75be-70e6-435d-b009-9653ac6824e6","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#verzet","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:6027&keyword=griffier","ongegrond","ongegrond",0,1,1,9938.0000,3699,1,4272,0,5.272,"female"
"ECLI:NL:RBLIM:2020:6805","1aa541b1-b71a-43c0-ba0d-eb36116bb3ea","R.M.M. Kleijkers",2002-09-30 22:00:00,6554,"single",1,0,"F.A. Timmers",2002-06-19 00:00:00,"ECLI:NL:RBROE:2002:AE5163",6658,245,2020-09-10 00:00:00,"d47f8835-ef1c-4d6e-9b2d-f5ecfd7a1c8d","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#bodemzaak","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:6805&keyword=griffier","ongegrond","ongegrond",0,1,1,9937.0000,-104,0,8614,2,10.614,"male"
"ECLI:NL:RBLIM:2020:8373","e01ecf2a-6c8e-4d42-92ae-4d87a2efa029","N.J.J. Derks-Voncken",2007-12-31 23:00:00,4686,"single",1,0,"A.W.C.M. Frings",2001-02-20 00:00:00,"ECLI:NL:RBMAA:2001:AB0179",7192,101,2020-10-30 00:00:00,"3a87975b-f483-44be-aefe-0925393b99a9","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:8373&keyword=griffier","gegrond","gegrond",1,0,1,9937.0000,-2506,0,6986,1,7.986,"female"
"ECLI:NL:RBDHA:2020:9291","375ae394-7044-4150-a3f2-fbf0ad9386c8","S. Mac Donald",2012-09-30 22:00:00,2885,"single",1,0,"Y.D. Ancion",2018-06-22 00:00:00,"ECLI:NL:RBDHA:2018:7803",795,24,2020-08-25 00:00:00,"db6ec9ce-b0f5-4070-8ae8-84300cbe5075","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:9291&keyword=griffier","ongegrond","ongegrond",0,1,1,9936.0000,2090,3,8009,3,14.009,"female"
"ECLI:NL:RBAMS:2020:198","59625749-cc86-4a41-883e-343276457e42","A.C. Loman",2002-01-08 23:00:00,6582,"single",1,0,"S.A. Lemmens",2017-06-02 00:00:00,"ECLI:NL:RBAMS:2017:3835",959,54,2020-01-17 00:00:00,"2bd11787-47a7-46b1-8612-36434cca624f","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:198&keyword=griffier","ongegrond","ongegrond",0,1,1,9935.0000,5623,1,17443,2,20.443,"female"
"ECLI:NL:RVS:2020:951","31dbd69d-278f-4871-9fb2-5481882cc171","B.J. van Ettekoven",1986-10-31 22:59:59,12205,"panel",0,1,"R.S.D. Ramrattansing",2006-04-18 00:00:00,"ECLI:NL:RVS:2006:AW5535",5097,113,2020-04-01 00:00:00,"29dbf3c8-e0a3-4493-8756-6a31bc97d7a4","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:951&keyword=griffier","ongegrond","ongegrond",0,1,1,9934.0000,7108,4,61038,2,67.038,"male"
"ECLI:NL:RVS:2020:172","0363fd0f-558a-4d1f-b3f9-ebe2d82e69eb","S.F.M. Wortmann",1988-08-25 22:00:00,11471,"single",1,0,"F.B. van der Maesen de Sombreff",2000-08-08 00:00:00,"ECLI:NL:RVS:2000:AA7256",7106,639,2020-01-22 00:00:00,"5b5bc0ea-3b78-4077-b074-13ae0dba8126","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:172&keyword=griffier","ongegrond","ongegrond",0,1,1,9933.0000,4365,0,4674,0,4.674,"female"
"ECLI:NL:RBDHA:2020:5715","98cd6bde-a111-4c8d-8b2f-34cff7964eaf","J.L.E. Bakels",2010-03-31 22:00:00,3732,"single",1,0,"A. Badermann",2009-08-20 00:00:00,"ECLI:NL:RBSGR:2009:BL4012",3956,130,2020-06-19 00:00:00,"6ffd6e3b-b05c-4dc3-bef4-c200be3faeae","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:5715&keyword=griffier","ongegrond","ongegrond",0,1,1,9928.0000,-224,0,5217,4,9.217,"female"
"ECLI:NL:CBB:2020:375","8df1a8c2-e8f9-4ba5-b2ba-5c8ae44d7a00","S.C. Stuldreher",1994-10-31 22:59:59,9345,"panel",0,1,"A. Verhoeven",2004-05-26 00:00:00,"ECLI:NL:RBSGR:2004:AP0134",5851,194,2020-06-02 00:00:00,"ed29e271-0b80-4a6c-931d-fb76c8b67f56","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:375&keyword=griffier","ongegrond","ongegrond",0,1,1,9922.0000,3494,4,85698,12,101.698,"male"
"ECLI:NL:RVS:2020:1349","8b33361a-7a68-4f74-b1a1-836ec1004b19","E. Helder",2010-06-15 00:00:00,3646,"single",1,0,"G.J. Deen",2011-11-09 00:00:00,"ECLI:NL:RVS:2011:BU3743",3134,363,2020-06-08 00:00:00,"ec3e3c7a-ee17-4cb3-b522-ab82a2922b02","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1349&keyword=griffier","gegrond","gegrond",1,0,1,9922.0000,512,0,11761,0,11.761,"male"
"ECLI:NL:RBNHO:2020:4100","82ef2b2c-0293-4371-9868-474e8e7a338e","L.M. Kos",2004-03-28 22:00:00,5911,"single",1,0,"M. van der Elst",2020-04-03 00:00:00,"ECLI:NL:RBNHO:2020:2392",62,132,2020-06-04 00:00:00,"45aa2d37-aa71-4038-8b67-ef1c6dbd2a54","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:4100&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,1,9917.0000,5849,0,3952,0,3.952,"male"
"ECLI:NL:RBZWB:2020:1750","1aaca83f-7786-4c8c-b00c-7870d01b529d","V.E.H.G. Visser",2006-08-24 22:00:00,4977,"single",1,0,"R.V. van Vliet",2008-10-01 00:00:00,"ECLI:NL:RBBRE:2008:BG3683",4209,43,2020-04-10 00:00:00,"f7a64756-007a-452f-a8cf-25bbaa26178f","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:1750&keyword=griffier","gegrond","gegrond",1,0,1,9914.0000,768,1,17642,3,21.642,"female"
"ECLI:NL:CBB:2020:997","f7fe31ee-5d97-494c-b624-03f398023e93","B. Bastein",2007-09-30 22:00:00,4831,"panel",0,1,"M.H. van Kersbergen",2020-04-28 00:00:00,"ECLI:NL:CBB:2020:320",238,22,2020-12-22 00:00:00,"4a551169-8671-480b-8d19-7794967c9765","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#tussenuitspraakBestuurlijkeLus","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:997&keyword=griffier","gegrond","gegrond",1,0,1,9913.0000,4593,0,24648,10,34.648,"female"
"ECLI:NL:RBZWB:2020:1642","48beaca0-437f-4905-8fa8-9a0e2b14f310","P.H.J.G. Römers",2000-08-14 22:00:00,7168,"single",1,0,"M.I.P. Buteijn",2015-03-10 00:00:00,"ECLI:NL:RBZWB:2015:1831",1848,47,2020-03-31 00:00:00,"e6584c91-bb8a-4675-ab85-961202b34aa0","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:1642&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,1,9910.0000,5320,0,3579,3,6.579,"male"
"ECLI:NL:RBZWB:2020:4830","c1d4bd67-537d-4c21-baab-150fe883f257","J.L. Sierkstra",2000-08-14 22:00:00,7359,"single",1,0,"A.J.J. Sterks",2017-12-28 00:00:00,"ECLI:NL:RBZWB:2017:8561",1015,50,2020-10-08 00:00:00,"6e46928e-6b18-43a7-8570-2ef5eb536b67","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:4830&keyword=griffier","ongegrond","ongegrond",0,1,1,9909.0000,6344,0,4504,5,9.504,"male"
"ECLI:NL:RBAMS:2020:2650","c602ed65-60f2-43d4-8952-151bdd3e9684","C.W.M. Giesen",1998-06-02 22:00:00,8021,"single",1,0,"M. Journée",2017-11-27 00:00:00,"ECLI:NL:RBDHA:2017:14012",904,43,2020-05-19 00:00:00,"ff04188a-0c6d-413c-a077-efc9d3363739","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:2650&keyword=griffier","ongegrond","ongegrond",0,1,1,9907.0000,7117,0,10366,0,10.366,"female"
"ECLI:NL:RVS:2020:1893","a7e646af-f0c0-472e-a6f0-74f93c473831","F.C.M.A. Michiels",2010-11-01 00:00:00,3572,"panel",0,1,"J.V. Veldwijk",2020-08-12 00:00:00,"ECLI:NL:RVS:2020:1892",0,23,2020-08-12 00:00:00,"06c18bab-75d6-4d64-85a1-e5baef89b719","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1893&keyword=griffier","ongegrond","ongegrond",0,1,1,9906.0000,3572,0,11234,0,11.234,"male"
"ECLI:NL:RVS:2020:2100","a7e646af-f0c0-472e-a6f0-74f93c473831","F.C.M.A. Michiels",2010-11-01 00:00:00,3593,"panel",0,1,"R.J.R. Hazen",2005-11-02 00:00:00,"ECLI:NL:RVS:2005:3",5418,768,2020-09-02 00:00:00,"a57d4ef9-a257-4792-ac1b-4aeb3f0f172f","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2100&keyword=griffier","ongegrond","ongegrond",0,1,1,9905.0000,-1825,3,26358,3,32.358,"male"
"ECLI:NL:RBZWB:2020:3114","10ad1554-8953-41f6-a7e4-b90c3f9ad1c5","M.Z.B. Sterk",2009-03-31 22:00:00,4124,"single",1,0,"A.J.M. van Hees",2009-11-13 00:00:00,"ECLI:NL:RBBRE:2009:BK6102",3898,152,2020-07-16 00:00:00,"639c7311-7ca8-4c32-be9a-cfa97081bd1d","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:3114&keyword=griffier","ongegrond","ongegrond",0,1,1,9900.0000,226,0,11832,0,11.832,"female"
"ECLI:NL:RVS:2020:2386","e543f348-e173-4698-bcb9-834be026e24d","F.D. van Heijningen",2014-09-01 00:00:00,2228,"single",1,0,"S.C. van Tuyll van Serooskerken",2003-06-04 00:00:00,"ECLI:NL:RVS:2003:AF9486",6335,316,2020-10-07 00:00:00,"dd73187a-9d44-4348-9425-37975da1fa53","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2386&keyword=griffier","ongegrond","ongegrond",0,1,0,9900.0000,-4107,2,11041,4,17.041,"male"
"ECLI:NL:RBAMS:2020:4349","0bf915f7-8e4d-4213-8832-8d4ec3e900f1","F.L. Bolkestein",2016-09-30 22:00:00,1433,"single",1,0,"N. van der Kroft",2019-08-29 00:00:00,"ECLI:NL:RBAMS:2019:6814",371,51,2020-09-03 00:00:00,"646fc739-afe6-490e-9b7f-ea743bbd3849","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:4349&keyword=griffier","ongegrond","ongegrond",0,1,0,9899.0000,1062,1,7974,1,9.974,"male"
"ECLI:NL:RVS:2020:857","4e65d25e-243f-48a3-8a70-db97b279221b","B.P.M. van Ravels",2014-09-01 00:00:00,2032,"single",1,0,"A.J. Soede",2001-03-27 00:00:00,"ECLI:NL:RVS:2001:AB3306",6938,986,2020-03-25 00:00:00,"f8633cd7-a58a-42c7-a21b-7f9ce60951a9","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:857&keyword=griffier","ongegrond","ongegrond",0,1,0,9897.0000,-4906,1,6208,0,7.208,"male"
"ECLI:NL:CBB:2020:388","f8717b41-ab63-4ea1-baae-04d19987648c","I.M. Ludwig",1994-02-13 22:59:59,9612,"single",1,0,"J.M.M. van Dalen",2019-05-22 00:00:00,"ECLI:NL:CBB:2019:226",384,83,2020-06-09 00:00:00,"e51a1ea3-be15-4171-9d82-292cac863ce6","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:388&keyword=griffier","ongegrond","ongegrond",0,1,0,9884.0000,9228,4,6657,5,15.657,"female"
"ECLI:NL:RVS:2020:733","2af5b039-6248-40e7-8ce6-5e6899bd8808","P.B.M.J. van der Beek-Gillessen",1986-02-03 00:00:00,12455,"single",1,0,"M.L.M. van Loo",2007-05-22 00:00:00,"ECLI:NL:RVS:2007:BA6053",4677,400,2020-03-11 00:00:00,"e34f384b-cf53-4a81-97bd-885aafdd0584","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:733&keyword=griffier","ongegrond","ongegrond",0,1,0,9874.0000,7778,0,6374,0,6.374,"female"
"ECLI:NL:RBZWB:2020:2368","e139f565-de53-477f-8a1c-621834f3c826","V.M. Schotanus",2005-05-31 22:00:00,5476,"single",1,0,"H.D. Sebel",2001-02-28 00:00:00,"ECLI:NL:RBMID:2001:AB3347",7030,161,2020-05-29 00:00:00,"50dd5059-63c7-4932-982c-4559455f8508","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:2368&keyword=griffier","ongegrond","ongegrond",0,1,0,9874.0000,-1554,0,17605,3,20.605,"female"
"ECLI:NL:CBB:2020:832","a26002a1-e295-40f6-b9b2-847d4db43d8d","A. Venekamp",2003-12-31 23:00:00,6165,"panel",0,1,"P.M. Beishuizen",2004-09-23 00:00:00,"ECLI:NL:CBB:2004:AR4453",5899,337,2020-11-17 00:00:00,"3f0e2a36-98c2-4ba4-b398-a32b48e6a5dd","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:832&keyword=griffier","ongegrond","ongegrond",0,1,0,9873.0000,266,2,10149,2,14.149,"male"
"ECLI:NL:RBDHA:2020:2540","ced925a7-66b9-4c46-bad7-6141829830d8","M.M. Meijers",2007-03-31 22:00:00,4727,"single",1,0,"R. Kroon-Overdijk",2018-11-26 00:00:00,"ECLI:NL:RBDHA:2018:13993",470,92,2020-03-10 00:00:00,"2af245f2-b747-4337-8234-3ae3ce1359b4","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:2540&keyword=griffier","ongegrond","ongegrond",0,1,0,9873.0000,4257,0,6845,0,6.845,"female"
"ECLI:NL:RBDHA:2020:12566","ced925a7-66b9-4c46-bad7-6141829830d8","M.M. Meijers",2007-03-31 22:00:00,4988,"single",1,0,"A.J. van Rossum",2013-02-20 00:00:00,"ECLI:NL:RBDHA:2013:BZ5024",2836,246,2020-11-26 00:00:00,"8ffcf6b0-452f-4a7a-943b-b57c108fd87c","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:12566&keyword=griffier","ongegrond","ongegrond",0,1,0,9867.0000,2152,0,5269,2,7.269,"female"
"ECLI:NL:RVS:2020:1155","827bb29f-0ae9-4fc2-9c4b-e30f2461804a","C.H.M. van Altena",1983-11-30 22:59:59,13299,"panel",0,1,"C.A.M. van Deventer-Lustberg",2014-06-18 00:00:00,"ECLI:NL:RVS:2014:2219",2142,125,2020-04-29 00:00:00,"1e849475-6435-4a62-9106-f8ccc02c0c54","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1155&keyword=griffier","ongegrond","ongegrond",0,1,0,9866.0000,11157,2,28774,15,45.774,"female"
"ECLI:NL:RVS:2020:2822","6a96cf79-6b31-4156-804d-52a71367cfc2","J.A. Hagen",1994-10-31 22:59:59,9521,"panel",0,1,"A.G. de Vries-Biharie",2013-11-27 00:00:00,"ECLI:NL:RVS:2013:2109",2555,215,2020-11-25 00:00:00,"3cfbfc70-ae39-49e4-ac27-1c034c8b27ba","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2822&keyword=griffier","ongegrond","ongegrond",0,1,0,9861.0000,6966,0,36965,8,44.965,"male"
"ECLI:NL:CRVB:2020:2293","fd206d20-f35d-41c5-b8d7-fd7d18f7c3f8","H. Lagas",1994-02-13 22:59:59,9733,"single",1,0,"F.E.M. Boon",2020-01-16 00:00:00,"ECLI:NL:CRVB:2020:116",266,105,2020-10-08 00:00:00,"9777f6f7-c92a-4abb-88ec-bb75bc49addb","http://standaarden.overheid.nl/owms/terms/Centrale_Raad_van_Beroep","CRVB","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CRVB:2020:2293&keyword=griffier","ongegrond","ongegrond",0,1,0,9860.0000,9467,0,9490,0,9.49,"male"
"ECLI:NL:CBB:2020:515","827bb29f-0ae9-4fc2-9c4b-e30f2461804a","C.H.M. van Altena",1983-11-30 22:59:59,13396,"single",1,0,"H.A. Komduur",2018-02-07 00:00:00,"ECLI:NL:RVS:2018:409",909,136,2020-08-04 00:00:00,"a26ba50b-e816-48cb-a4e4-23e5818d592a","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:515&keyword=griffier","ongegrond","ongegrond",0,1,0,9858.0000,12487,1,9429,3,13.429,"female"
"ECLI:NL:CBB:2020:221","a26002a1-e295-40f6-b9b2-847d4db43d8d","A. Venekamp",2003-12-31 23:00:00,5941,"single",1,0,"M.A.A. Traousis",2019-11-26 00:00:00,"ECLI:NL:CBB:2019:639",133,73,2020-04-07 00:00:00,"8705ee72-0151-49aa-9d9e-92317df1ddb3","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:221&keyword=griffier","ongegrond","ongegrond",0,1,0,9857.0000,5808,2,5135,2,9.135,"male"
"ECLI:NL:RBZWB:2020:1969","c1d4bd67-537d-4c21-baab-150fe883f257","J.L. Sierkstra",2000-08-14 22:00:00,7192,"single",1,0,"A.J.J. Sterks",2017-12-28 00:00:00,"ECLI:NL:RBZWB:2017:8561",848,50,2020-04-24 00:00:00,"280d683c-0e37-472c-a07a-9d5c811106e6","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:1969&keyword=griffier","ongegrond","ongegrond",0,1,0,9853.0000,6344,3,15547,6,24.547,"male"
"ECLI:NL:RVS:2020:423","06f5446f-7429-4068-aa4f-54dd4ab607dd","D.A.C. Slump",2002-07-03 00:00:00,6433,"panel",0,1,"L.E.E. Konings",2012-04-18 00:00:00,"ECLI:NL:RVS:2012:BW3058",2856,198,2020-02-12 00:00:00,"b480674e-07d3-495f-98bd-4d6c251c5774","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:423&keyword=griffier","gegrond","gegrond",1,0,1,9853.0000,3577,7,47236,4,58.236,"male"
"ECLI:NL:RBDHA:2020:13654","eb72c8b8-260a-4238-bc34-39eef14d4ff3","M.C. Verra",2007-01-31 23:00:00,5067,"single",1,0,"A. Vranken",2019-06-26 00:00:00,"ECLI:NL:RBDHA:2019:6579",539,127,2020-12-16 00:00:00,"ff592b52-4b9a-433e-adca-70c113eb4d46","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:13654&keyword=griffier","ongegrond","ongegrond",0,1,0,9852.0000,4528,0,2740,0,2.74,"female"
"ECLI:NL:RBMNE:2020:3090","c8a5baa5-b149-43db-aa95-7d427ff53d54","R.C. Stijnen",2002-10-15 22:00:00,6477,"single",1,0,"P.W. Hogenbirk",2019-06-11 00:00:00,"ECLI:NL:RBMNE:2019:2622",395,124,2020-07-10 00:00:00,"e302534d-de5a-4fd9-895e-cea3e69efa3e","http://standaarden.overheid.nl/owms/terms/Rechtbank_Midden-Nederland","RBMNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2020:3090&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,0,9852.0000,6082,0,3110,3,6.11,"female"
"ECLI:NL:CBB:2020:778","246ebd95-8945-4506-8e61-96548e136bb3","T.G.M. Simons",1991-05-01 22:00:00,10778,"panel",0,1,"A. Bohlmeijer",2019-04-02 00:00:00,"ECLI:NL:CBB:2019:131",581,32,2020-11-03 00:00:00,"02b836f5-0bed-4e2f-8778-44bc50b37786","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:778&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,0,9844.0000,10197,0,2784,4,6.784,"male"
